OrderNr;ArticleAmount_[#];CostOfOrder_[€];SalesOfOrder_[€];CostOfTransport_[€];TotalMass_[kG];Distance_[kM];OriginWarehouse;Date;Time
331;13;8,74;9,95;1,07;3,3;84; Amsterdam;30-11-2021;12:30
332;6;11,46;12,95;1,16;2,7;70; Amsterdam;30-11-2021;12:30
333;7;10,69;12,95;0,77;2,5;60; Utrecht;1-2-2021;12:30
334;4;17,6;20,95;1,12;3,4;85; Rotterdam;30-11-2021;8:30
335;9;12,3;13,95;0,58;3,6;41; Eindhoven;1-2-2021;8:30
336;4;10,78;12,95;0,98;3;60; Utrecht;1-3-2021;8:30
337;6;17,28;19,95;0,93;2,8;57; Den Haag ('s-Gravenhage);30-6-2021;8:30
338;9;10,82;12,95;0,59;2,8;37; Den Haag ('s-Gravenhage);30-11-2021;17:30
339;7;10,22;11,95;1,1;2,5;85; Den Haag ('s-Gravenhage);31-12-2021;17:30
340;10;11,36;12,95;0,94;4,1;63; Den Haag ('s-Gravenhage);30-6-2021;12:30
341;6;22,45;24,95;1,01;3,8;69; Groningen;31-12-2021;12:30
342;7;8,11;9,95;0,87;2,8;53; Den Haag ('s-Gravenhage);30-4-2021;8:30
343;4;15,19;16,95;1,13;2,8;71; Groningen;30-9-2021;12:30
344;4;14,6;16,95;1,39;3,2;89; Eindhoven;1-11-2021;17:30
345;5;14,99;16,95;0,65;2,3;45; Den Haag ('s-Gravenhage);1-11-2021;17:30
346;8;11,25;12,95;1,18;2,6;74; Groningen;30-9-2021;12:30
347;7;10,81;11,95;1,06;2,7;82; Rotterdam;30-11-2021;12:30
348;5;12,39;13,95;0,79;3,1;61; Den Haag ('s-Gravenhage);30-9-2021;17:30
349;11;10,96;12,95;1,25;3,6;79; Den Haag ('s-Gravenhage);1-3-2021;8:30
350;7;11,57;12,95;1,32;2,5;84; Eindhoven;30-9-2021;12:30
351;10;10,23;11,95;0,85;2,9;63; Rotterdam;1-11-2021;17:30
352;6;7,84;8,95;1,31;3,3;80; Utrecht;31-12-2021;17:30
353;8;12,47;13,95;1,36;2,2;86; Den Haag ('s-Gravenhage);31-8-2021;12:30
354;10;18,23;19,95;1,23;1,4;75; Utrecht;31-12-2021;8:30
355;7;8,92;9,95;1,15;2,9;74; Den Haag ('s-Gravenhage);1-2-2021;12:30
356;9;9,06;9,95;1,03;3,3;76; Den Haag ('s-Gravenhage);30-11-2021;8:30
357;5;16,09;17,95;0,99;3,1;78; Rotterdam;1-11-2021;17:30
358;4;17,52;19,95;1,36;3,3;88; Tilburg;31-12-2021;12:30
359;5;17,25;18,95;1,13;3,7;68; Rotterdam;30-6-2021;17:30
360;12;13,32;14,95;1,09;3,3;68; Utrecht;30-11-2021;12:30
361;3;14,03;15,95;0,99;2,8;75; Rotterdam;31-3-2021;12:30
362;5;13,14;15,95;0,81;2,5;54; Breda;31-12-2021;12:30
363;12;10,83;11,95;1,24;3,2;76; Amsterdam;30-4-2021;8:30
364;10;17,08;18,95;1,23;3;91; Eindhoven;31-12-2021;8:30
365;7;7,47;8,95;0,68;2,2;44; Den Haag ('s-Gravenhage);31-12-2021;8:30
366;6;11,68;12,95;1,15;2,9;71; Tilburg;31-12-2021;17:30
367;8;23,78;27,95;0,78;2,6;57; Breda;31-8-2021;8:30
368;4;22,33;24,95;1,18;2,3;77; Den Haag ('s-Gravenhage);1-11-2021;8:30
369;7;18,13;19,95;1,37;2,3;82; Tilburg;1-3-2021;12:30
370;11;15,08;16,95;1,02;2,8;66; Rotterdam;1-11-2021;12:30
371;10;13,13;14,95;0,74;2,8;45; Rotterdam;30-11-2021;17:30
372;6;11,28;12,95;1,22;3,4;74; Tilburg;31-12-2021;12:30
373;9;18,95;21,95;1,12;2,2;67; Den Haag ('s-Gravenhage);1-2-2021;12:30
374;7;12,9;14,95;1,06;2,7;73; Den Haag ('s-Gravenhage);1-11-2021;17:30
375;10;22,87;25,95;0,86;2,9;55; Amsterdam;31-3-2021;8:30
376;8;10,84;12,95;1,17;3,4;71; Den Haag ('s-Gravenhage);31-12-2021;8:30
377;9;14,4;16,95;1,04;2,5;75; Amsterdam;30-11-2021;17:30
378;10;16,81;18,95;0,78;2,3;57; Groningen;30-11-2021;12:30
379;11;9,82;11,95;0,97;2,6;64; Den Haag ('s-Gravenhage);31-12-2021;12:30
380;8;14,24;15,95;0,82;2,6;61; Den Haag ('s-Gravenhage);1-11-2021;8:30
381;9;8,41;9,95;0,79;2,7;48; Den Haag ('s-Gravenhage);1-3-2021;17:30
382;9;14,07;15,95;1,04;2,3;75; Den Haag ('s-Gravenhage);31-12-2021;8:30
383;7;17,77;20,95;1,05;3,1;63; Nijmegen;30-4-2021;12:30
384;10;12,76;13,95;1,29;3,5;77; Amsterdam;31-12-2021;8:30
385;8;19,4;21,95;0,95;3,2;70; Eindhoven;31-12-2021;12:30
386;8;15,51;17,95;0,73;2,3;55; Den Haag ('s-Gravenhage);31-12-2021;12:30
387;12;23,45;25,95;1,26;2,8;86; Rotterdam;30-4-2021;12:30
388;9;14,44;16,95;0,85;3,4;66; Rotterdam;30-11-2021;17:30
389;9;11,85;13,95;0,73;3,7;51; Nijmegen;30-11-2021;12:30
390;10;20,11;22,95;0,89;2,5;69; Tilburg;30-11-2021;12:30
391;9;15,4;17,95;1,33;2,7;84; Den Haag ('s-Gravenhage);31-12-2021;12:30
392;9;8,61;9,95;0,63;1,9;49; Eindhoven;31-12-2021;17:30
393;12;16,97;18,95;0,92;2,9;58; Rotterdam;31-12-2021;12:30
394;9;12,19;13,95;0,95;2,8;73; Eindhoven;31-12-2021;12:30
395;12;11,78;13,95;1,26;1,8;77; Eindhoven;1-11-2021;17:30
396;8;16,43;18,95;0,76;2,4;52; Utrecht;31-12-2021;17:30
397;10;14,37;15,95;0,9;3;68; Breda;31-3-2021;8:30
398;5;18,75;21,95;1,19;2;84; Den Haag ('s-Gravenhage);31-12-2021;12:30
399;7;10,62;12,95;1,16;3;85; Den Haag ('s-Gravenhage);30-11-2021;12:30
400;11;16,73;18,95;1,09;3,3;70; Amsterdam;30-4-2021;8:30
401;11;14,57;16,95;0,69;3,6;47; Amsterdam;31-12-2021;12:30
402;12;10,41;11,95;1,24;4;78; Tilburg;31-12-2021;12:30
403;9;9,55;10,95;0,65;2,8;50; Den Haag ('s-Gravenhage);1-11-2021;12:30
404;10;12,88;14,95;1,3;2,9;87; Tilburg;31-3-2021;17:30
405;8;11,55;13,95;1,03;2,4;71; Den Haag ('s-Gravenhage);1-11-2021;17:30
406;8;9,77;11,95;1,16;2,6;82; Den Haag ('s-Gravenhage);31-12-2021;12:30
407;8;11,97;12,95;1,27;2,7;76; Den Haag ('s-Gravenhage);30-11-2021;12:30
408;4;12,07;13,95;1,09;2,7;70; Eindhoven;30-11-2021;8:30
409;8;14,12;15,95;1,1;1,5;71; Groningen;1-11-2021;12:30
410;8;16,58;18,95;1,09;2,7;74; Amsterdam;31-5-2021;12:30
411;11;9,01;10,95;1,46;3,2;97; Breda;30-4-2021;12:30
412;5;20,31;22,95;0,78;2,4;51; Den Haag ('s-Gravenhage);30-4-2021;12:30
413;5;8,29;9,95;0,93;3,6;69; Den Haag ('s-Gravenhage);30-11-2021;8:30
414;11;18,96;21,95;1,26;2,6;82; Utrecht;30-11-2021;12:30
415;6;9,71;11,95;1,13;2,6;78; Utrecht;31-8-2021;12:30
416;10;15,14;16,95;1,38;2,2;91; Tilburg;31-3-2021;12:30
417;6;20,8;23,95;0,85;2,7;66; Den Haag ('s-Gravenhage);31-12-2021;17:30
418;13;16,79;18,95;1;2,8;64; Tilburg;30-6-2021;8:30
419;9;11,94;13,95;1,12;2,6;78; Eindhoven;31-12-2021;17:30
420;11;17,35;19,95;1,11;2,5;72; Breda;30-6-2021;8:30
421;8;20,25;23,95;1,08;3,5;83; Groningen;30-11-2021;12:30
422;4;8,76;9,95;1,26;3,1;81; Amsterdam;30-4-2021;8:30
423;10;15,95;17,95;0,96;2,5;62; Den Haag ('s-Gravenhage);31-12-2021;17:30
424;14;15,9;17,95;1,07;3,6;71; Rotterdam;1-3-2021;17:30
425;7;14,08;16,95;0,96;3,1;59; Amsterdam;30-11-2021;8:30
426;10;10,3;11,95;0,95;2,3;63; Utrecht;30-11-2021;8:30
427;6;8,49;9,95;1,07;3;70; Eindhoven;30-11-2021;12:30
428;10;11,62;13,95;0,9;2,5;66; Utrecht;1-11-2021;8:30
429;7;8,67;9,95;1,14;2,5;70; Groningen;31-12-2021;12:30
430;12;9,93;11,95;1,16;2,4;84; Den Haag ('s-Gravenhage);30-11-2021;12:30
431;7;8,38;9,95;1,1;2,2;76; Den Haag ('s-Gravenhage);31-12-2021;17:30
432;11;12,77;13,95;1,28;3;87; Tilburg;30-9-2021;8:30
433;12;11,15;12,95;0,98;2,4;60; Utrecht;30-9-2021;8:30
434;9;15,88;18,95;1,09;2,6;70; Groningen;31-12-2021;17:30
435;11;21,18;23,95;0,94;2,9;73; Utrecht;30-11-2021;8:30
436;11;14,88;16,95;0,81;2,5;56; Den Haag ('s-Gravenhage);30-9-2021;8:30
437;10;14,2;15,95;0,93;2,2;61; Rotterdam;31-12-2021;17:30
438;13;16,81;18,95;0,96;1,3;67; Utrecht;31-3-2021;12:30
439;11;9,71;10,95;0,8;2,3;59; Utrecht;30-9-2021;8:30
440;10;10,28;11,95;0,99;2,1;68; Utrecht;30-4-2021;8:30
441;5;15,85;18,95;1,39;2,7;92; Amsterdam;30-6-2021;8:30
442;8;19,69;22,95;0,54;2,5;39; Den Haag ('s-Gravenhage);31-8-2021;8:30
443;10;10,99;11,95;1,02;2,7;61; Den Haag ('s-Gravenhage);31-5-2021;12:30
444;9;17,15;19,95;0,8;2,6;49; Eindhoven;30-4-2021;12:30
445;5;17,68;20,95;0,78;2,6;55; Rotterdam;31-12-2021;17:30
446;11;20,62;23,95;0,9;2,9;69; Amsterdam;30-4-2021;12:30
447;11;15,87;17,95;0,96;2,2;62; Den Haag ('s-Gravenhage);30-11-2021;8:30
448;10;15,45;17,95;1,05;2,5;74; Amsterdam;31-12-2021;8:30
449;11;9,38;10,95;1,41;2,3;87; Den Haag ('s-Gravenhage);30-4-2021;12:30
450;10;10,04;11,95;0,95;2,6;70; Den Haag ('s-Gravenhage);30-4-2021;8:30
451;5;9,37;10,95;1,09;3,4;79; Den Haag ('s-Gravenhage);30-11-2021;8:30
452;3;20,05;21,95;0,92;3,1;64; Amsterdam;30-4-2021;8:30
453;10;14,36;16,95;0,76;2,3;57; Den Haag ('s-Gravenhage);1-11-2021;8:30
454;5;9,93;10,95;1,04;1,5;70; Utrecht;30-11-2021;17:30
455;12;17,6;19,95;0,71;3;48; Eindhoven;31-12-2021;12:30
456;7;19,51;22,95;1,08;2,6;65; Eindhoven;1-3-2021;12:30
457;11;9,99;10,95;1,5;2,8;95; Den Haag ('s-Gravenhage);31-7-2021;17:30
458;5;14,01;15,95;1,43;2,6;91; Den Haag ('s-Gravenhage);31-8-2021;17:30
459;9;18,32;20,95;1,14;2,4;84; Amsterdam;31-3-2021;8:30
460;9;20,9;23,95;1,15;3,3;76; Rotterdam;31-12-2021;12:30
461;7;12,88;14,95;1,09;2,7;79; Rotterdam;1-11-2021;12:30
462;8;13,02;14,95;0,75;3,6;55; Amsterdam;1-11-2021;12:30
463;11;8,41;9,95;0,96;3;75; Rotterdam;31-12-2021;12:30
464;11;14,08;15,95;0,73;2,4;57; Eindhoven;30-11-2021;17:30
465;10;16,13;17,95;0,91;2,1;58; Den Haag ('s-Gravenhage);30-11-2021;8:30
466;11;16,93;18,95;0,71;2,5;46; Den Haag ('s-Gravenhage);1-11-2021;8:30
467;11;11,5;12,95;1,18;2,4;83; Nijmegen;31-12-2021;12:30
468;4;22,87;24,95;0,77;2,4;54; Rotterdam;30-6-2021;17:30
469;10;14,84;16,95;0,98;2,9;74; Groningen;31-7-2021;12:30
470;8;20,82;22,95;0,94;3,7;67; Amsterdam;31-12-2021;17:30
471;9;15,82;17,95;0,95;2,4;68; Utrecht;1-11-2021;8:30
472;7;10,79;12,95;1,24;3,4;75; Groningen;31-12-2021;8:30
473;10;14,37;16,95;0,89;2,9;59; Rotterdam;31-8-2021;17:30
474;12;16,62;18,95;0,89;2,8;66; Utrecht;31-12-2021;12:30
475;9;20,18;22,95;1,01;2,5;77; Utrecht;30-11-2021;8:30
476;6;10,58;11,95;1,19;2,3;72; Rotterdam;1-11-2021;17:30
477;7;15,88;17,95;0,93;3,4;66; Groningen;30-11-2021;17:30
478;6;16,28;17,95;0,9;2,5;60; Eindhoven;31-12-2021;12:30
479;12;18,26;19,95;1,13;2,1;74; Den Haag ('s-Gravenhage);30-11-2021;8:30
480;6;11,5;12,95;0,83;2,5;58; Den Haag ('s-Gravenhage);30-9-2021;12:30
481;8;23;25,95;0,53;2;39; Rotterdam;30-11-2021;8:30
482;5;22,45;24,95;0,98;2,6;72; Breda;30-9-2021;8:30
483;8;14,06;15,95;1,38;2,4;86; Eindhoven;30-11-2021;12:30
484;10;17,38;19,95;0,95;2,9;67; Rotterdam;31-12-2021;12:30
485;12;8,86;9,95;0,8;2,9;49; Amsterdam;31-12-2021;8:30
486;5;9,55;10,95;0,85;2,7;62; Den Haag ('s-Gravenhage);30-4-2021;12:30
487;3;13,34;14,95;0,68;2,7;46; Nijmegen;30-4-2021;12:30
488;5;15,82;17,95;0,91;2,7;67; Amsterdam;30-4-2021;8:30
489;7;12,05;13,95;0,89;2,2;54; Den Haag ('s-Gravenhage);30-11-2021;12:30
490;4;14,52;16,95;0,73;2,5;45; Nijmegen;31-5-2021;12:30
491;12;13,79;15,95;0,68;2,8;44; Den Haag ('s-Gravenhage);30-4-2021;17:30
492;9;8,65;9,95;1,05;1,8;66; Amsterdam;31-12-2021;8:30
493;9;17,51;19,95;0,78;2,5;58; Eindhoven;1-11-2021;12:30
494;5;11,94;13,95;1;3,8;71; Groningen;30-9-2021;17:30
495;8;10,7;11,95;1,21;3,2;84; Amsterdam;30-11-2021;12:30
496;5;11,08;12,95;1,05;3;69; Rotterdam;31-12-2021;12:30
497;9;12,49;14,95;1,04;3,2;66; Amsterdam;30-9-2021;8:30
498;5;16,71;18,95;1,17;2,2;77; Rotterdam;31-12-2021;17:30
499;10;14,58;16,95;1,41;2,1;89; Den Haag ('s-Gravenhage);30-11-2021;12:30
500;6;7,22;7,95;0,96;2,6;68; Rotterdam;1-11-2021;12:30
501;7;8,97;9,95;0,94;2,7;69; Den Haag ('s-Gravenhage);1-2-2021;12:30
502;11;10,08;10,95;1,07;2,6;67; Den Haag ('s-Gravenhage);30-9-2021;12:30
503;7;11,19;12,95;0,92;3,8;60; Tilburg;31-12-2021;8:30
504;10;14,02;15,95;0,98;3,8;63; Den Haag ('s-Gravenhage);1-11-2021;8:30
505;10;10,99;12,95;1;2,4;63; Rotterdam;1-11-2021;12:30
506;5;11,87;13,95;0,93;2,3;72; Den Haag ('s-Gravenhage);31-3-2021;8:30
507;6;9,47;10,95;1,27;2,8;83; Den Haag ('s-Gravenhage);30-11-2021;17:30
508;8;15,87;17,95;0,94;3;64; Amsterdam;31-5-2021;8:30
509;7;15;16,95;0,92;3,5;63; Amsterdam;1-2-2021;12:30
510;6;20,82;22,95;1,19;2,8;72; Amsterdam;30-4-2021;12:30
511;9;10,08;11,95;0,93;2,5;68; Utrecht;30-11-2021;8:30
512;5;16,99;19,95;1,24;3,1;75; Utrecht;30-4-2021;12:30
513;10;13,04;14,95;1,31;3,7;95; Utrecht;30-11-2021;8:30
514;9;19,46;21,95;0,88;2,6;68; Den Haag ('s-Gravenhage);30-4-2021;8:30
515;9;17,56;18,95;0,58;2,6;37; Breda;31-12-2021;12:30
516;6;11,58;12,95;0,98;2;62; Den Haag ('s-Gravenhage);30-11-2021;17:30
517;5;9,68;11,95;1,02;2,7;69; Tilburg;1-11-2021;17:30
518;4;9,06;9,95;0,94;2,8;60; Den Haag ('s-Gravenhage);1-11-2021;17:30
519;14;14,89;16,95;0,75;2,8;56; Rotterdam;31-12-2021;17:30
520;5;21,74;24,95;0,97;3,1;65; Den Haag ('s-Gravenhage);31-12-2021;8:30
521;8;18,77;20,95;0,66;3,4;47; Groningen;31-7-2021;12:30
522;6;11,97;13,95;0,85;2,3;60; Rotterdam;1-11-2021;17:30
523;7;15,69;18,95;0,7;1,8;47; Eindhoven;30-4-2021;8:30
524;11;14,31;16,95;1,03;2,3;68; Nijmegen;30-11-2021;12:30
525;10;23;25,95;0,75;3,2;59; Utrecht;30-11-2021;8:30
526;10;17,19;19,95;0,69;2,8;54; Den Haag ('s-Gravenhage);1-2-2021;12:30
527;9;10,55;11,95;0,97;3,3;65; Utrecht;30-11-2021;8:30
528;8;13,29;14,95;1,2;2,9;80; Den Haag ('s-Gravenhage);1-11-2021;12:30
529;12;7,94;9,95;1,11;2,6;80; Den Haag ('s-Gravenhage);31-5-2021;17:30
530;9;13,27;15,95;0,83;2;56; Rotterdam;31-12-2021;12:30
531;2;21,3;23,95;1,03;3;74; Utrecht;30-9-2021;12:30
532;13;10,43;11,95;1,22;2;82; Groningen;1-3-2021;12:30
533;8;11,65;12,95;1,05;2,6;68; Utrecht;31-3-2021;8:30
534;8;13,74;14,95;1;2,7;65; Den Haag ('s-Gravenhage);31-8-2021;17:30
535;6;13,03;14,95;1,19;2,8;72; Rotterdam;31-12-2021;17:30
536;10;24,77;26,95;0,7;2,6;55; Amsterdam;31-12-2021;8:30
537;4;16,22;18,95;0,9;3,4;66; Tilburg;30-9-2021;8:30
538;10;23,61;25,95;0,73;2,6;55; Rotterdam;1-11-2021;12:30
539;5;8,31;9,95;1,09;2,4;73; Eindhoven;31-8-2021;12:30
540;7;10,02;11,95;1,21;2,7;89; Den Haag ('s-Gravenhage);31-12-2021;8:30
541;10;25,58;28,95;1,05;2,4;69; Den Haag ('s-Gravenhage);30-11-2021;12:30
542;8;16,71;19,95;1,02;2,6;64; Eindhoven;31-12-2021;12:30
543;10;18,36;19,95;0,73;2,6;57; Den Haag ('s-Gravenhage);31-12-2021;8:30
544;11;11,84;13,95;0,95;2,8;68; Eindhoven;31-8-2021;17:30
545;7;15,61;17,95;1,19;3,4;85; Utrecht;1-2-2021;8:30
546;13;10,37;11,95;0,82;2,1;59; Utrecht;31-8-2021;12:30
547;12;11,39;12,95;1,26;2,7;86; Den Haag ('s-Gravenhage);31-12-2021;17:30
548;9;10,12;11,95;1,04;2;80; Utrecht;31-7-2021;8:30
549;9;13,59;15,95;1,15;1,9;75; Rotterdam;31-3-2021;12:30
550;7;12,3;14,95;1,03;2,8;68; Tilburg;30-11-2021;17:30
551;11;11,77;12,95;1,02;2,6;70; Breda;31-8-2021;12:30
552;11;14,6;16,95;1,26;1,9;88; Den Haag ('s-Gravenhage);30-9-2021;8:30
553;11;15,5;17,95;0,81;3,3;52; Groningen;30-4-2021;12:30
554;4;17,76;20,95;1,36;2,9;94; Rotterdam;31-8-2021;17:30
555;8;20,18;22,95;1,01;2,9;79; Groningen;1-11-2021;8:30
556;10;19,77;21,95;0,76;3,1;50; Eindhoven;30-4-2021;12:30
557;7;11,17;12,95;1,11;2,9;78; Groningen;31-12-2021;8:30
558;12;10,21;11,95;0,77;2,4;55; Breda;1-11-2021;8:30
559;10;18,4;20,95;1,22;3,2;87; Groningen;30-11-2021;17:30
560;5;18,05;20,95;0,93;3,1;57; Groningen;30-11-2021;12:30
561;8;12,81;14,95;1,1;2,7;75; Den Haag ('s-Gravenhage);31-12-2021;17:30
562;9;11,19;12,95;1,15;2,9;72; Den Haag ('s-Gravenhage);30-11-2021;17:30
563;6;9,18;10,95;0,94;2,9;69; Eindhoven;1-2-2021;17:30
564;9;21,3;23,95;0,67;1,6;48; Groningen;1-11-2021;12:30
565;7;8,67;9,95;1;3,1;61; Groningen;31-12-2021;8:30
566;9;8,69;9,95;1,06;1,9;79; Breda;30-11-2021;12:30
567;5;8,24;9,95;1,64;3;99; Rotterdam;31-12-2021;17:30
568;9;14,67;15,95;1,21;2,8;87; Utrecht;30-9-2021;8:30
569;12;9,71;10,95;0,82;3,9;63; Rotterdam;30-11-2021;12:30
570;13;19,32;21,95;0,72;3,4;46; Rotterdam;30-4-2021;12:30
571;5;13,4;14,95;0,99;3,6;76; Den Haag ('s-Gravenhage);31-12-2021;12:30
572;11;15,5;17,95;0,73;2,3;55; Utrecht;1-11-2021;12:30
573;6;13,69;15,95;0,95;3;70; Eindhoven;31-12-2021;12:30
574;10;10,61;11,95;1,01;2,6;79; Utrecht;31-8-2021;8:30
575;6;10,37;11,95;0,74;2,2;53; Breda;31-12-2021;17:30
576;8;15;16,95;1,07;2,2;80; Groningen;1-11-2021;12:30
577;5;21,57;24,95;0,82;2,1;50; Den Haag ('s-Gravenhage);30-11-2021;8:30
578;6;16,24;18,95;1,14;2,8;69; Rotterdam;30-11-2021;12:30
579;8;14,98;16,95;0,95;2,6;61; Utrecht;31-8-2021;17:30
580;6;12,88;14,95;1,39;2,3;95; Den Haag ('s-Gravenhage);30-4-2021;12:30
581;8;15,18;17,95;0,91;2,9;57; Den Haag ('s-Gravenhage);30-11-2021;12:30
582;9;23,29;25,95;0,95;3,8;71; Rotterdam;31-8-2021;8:30
583;8;13,6;15,95;0,89;3,1;63; Breda;31-12-2021;12:30
584;11;17,57;19,95;0,86;2,5;60; Rotterdam;30-11-2021;17:30
585;10;11,96;13,95;1,03;3,3;76; Breda;30-11-2021;17:30
586;6;19,47;22,95;0,63;3,5;47; Utrecht;31-12-2021;12:30
587;10;24,5;27,95;0,84;2,5;61; Den Haag ('s-Gravenhage);31-8-2021;8:30
588;7;13,4;14,95;1,13;1,6;78; Rotterdam;31-3-2021;12:30
589;6;21,68;24,95;1,28;2,9;83; Eindhoven;31-12-2021;17:30
590;13;20,86;22,95;0,58;3;39; Groningen;31-12-2021;17:30
591;10;15,72;17,95;0,81;2,3;57; Den Haag ('s-Gravenhage);30-11-2021;17:30
592;6;14,27;15,95;1,29;4,2;84; Groningen;30-4-2021;12:30
593;6;15,87;18,95;0,79;3,8;58; Den Haag ('s-Gravenhage);31-12-2021;8:30
594;5;14,81;16,95;0,93;3;70; Den Haag ('s-Gravenhage);30-4-2021;8:30
595;12;12,49;13,95;1,36;2,3;98; Tilburg;30-4-2021;12:30
596;8;24,71;27,95;0,69;2,8;52; Den Haag ('s-Gravenhage);31-12-2021;12:30
597;6;8,29;9,95;1,41;3,2;90; Rotterdam;30-11-2021;12:30
598;6;19,67;22,95;0,8;2,7;59; Groningen;30-6-2021;8:30
599;6;16,41;17,95;1,12;2,5;69; Eindhoven;1-11-2021;17:30
600;9;12,07;13,95;1,24;3;80; Den Haag ('s-Gravenhage);30-11-2021;12:30
601;4;16,99;19,95;0,96;2,5;69; Breda;31-12-2021;12:30
602;3;16,15;17,95;1,26;2,3;79; Den Haag ('s-Gravenhage);1-11-2021;17:30
603;9;21,6;24,95;1,34;3;84; Groningen;30-11-2021;12:30
604;5;25,8;29,95;1,29;3;83; Rotterdam;1-11-2021;12:30
605;7;10,95;12,95;0,81;3,2;63; Den Haag ('s-Gravenhage);1-11-2021;8:30
606;11;13,98;15,95;0,8;3,1;56; Eindhoven;1-2-2021;12:30
607;12;22,77;25,95;1,14;2,4;74; Rotterdam;31-12-2021;12:30
608;6;18,75;20,95;0,9;3;64; Den Haag ('s-Gravenhage);31-3-2021;17:30
609;6;22,11;25,95;1,08;3,6;69; Den Haag ('s-Gravenhage);30-11-2021;17:30
610;11;21,25;23,95;0,92;2,2;64; Eindhoven;1-11-2021;17:30
611;5;10,31;11,95;1;2,8;74; Eindhoven;31-3-2021;17:30
612;7;23;25,95;1,02;2,3;67; Rotterdam;30-11-2021;17:30
613;10;21,9;24,95;1,04;3,6;66; Eindhoven;30-4-2021;17:30
614;10;16,89;19,95;1,09;3,2;76; Utrecht;30-11-2021;8:30
615;14;23,57;25,95;0,97;3,7;65; Rotterdam;31-12-2021;12:30
616;3;21,47;24,95;1,2;2,2;77; Rotterdam;31-12-2021;12:30
617;9;16,44;18,95;0,88;1,9;57; Breda;30-11-2021;8:30
618;13;11,78;13,95;1,38;2,7;93; Utrecht;30-11-2021;8:30
619;4;13,04;14,95;0,77;3;59; Rotterdam;31-12-2021;17:30
620;7;9,88;10,95;1,35;2,6;82; Breda;30-11-2021;12:30
621;9;20,06;22,95;0,94;3,1;71; Utrecht;30-11-2021;8:30
622;6;12,39;13,95;0,92;1,7;61; Eindhoven;30-11-2021;8:30
623;10;15,52;16,95;1,14;2,8;72; Tilburg;31-12-2021;12:30
624;8;8,59;9,95;1,15;3,3;70; Breda;30-11-2021;12:30
625;12;21,47;24,95;1,17;3,9;70; Den Haag ('s-Gravenhage);31-12-2021;12:30
626;12;11,35;12,95;1,38;3,2;83; Den Haag ('s-Gravenhage);1-11-2021;8:30
627;9;9,01;10,95;0,68;2,8;44; Den Haag ('s-Gravenhage);30-11-2021;17:30
628;10;15,19;17,95;1,12;2,8;77; Den Haag ('s-Gravenhage);1-11-2021;17:30
629;7;20,35;22,95;1,06;2,6;77; Eindhoven;1-11-2021;8:30
630;3;17,08;19,95;0,69;2,5;54; Nijmegen;31-12-2021;12:30
631;9;8,59;9,95;0,81;2,1;50; Eindhoven;30-11-2021;17:30
632;9;9,37;10,95;1;2,9;76; Eindhoven;1-3-2021;12:30
633;8;20,35;23,95;0,81;1,9;61; Breda;30-4-2021;17:30
634;10;12,21;14,95;0,89;3,2;67; Rotterdam;1-2-2021;17:30
635;6;9,18;10,95;1,16;2,3;86; Rotterdam;30-11-2021;8:30
636;6;8,74;9,95;1,2;2,1;83; Amsterdam;30-4-2021;8:30
637;13;10,58;11,95;0,94;3,1;66; Den Haag ('s-Gravenhage);30-11-2021;17:30
638;7;15,06;16,95;1,02;2,9;77; Amsterdam;31-5-2021;8:30
639;6;14,02;15,95;0,88;2,6;61; Den Haag ('s-Gravenhage);31-12-2021;8:30
640;4;21,25;24,95;0,77;2,3;56; Den Haag ('s-Gravenhage);31-3-2021;12:30
641;6;12,75;14,95;0,77;2;52; Rotterdam;30-11-2021;12:30
642;10;11,57;13,95;0,91;2,3;55; Nijmegen;1-11-2021;12:30
643;10;8,41;9,95;1,09;2,5;73; Den Haag ('s-Gravenhage);30-11-2021;17:30
644;10;12,23;13,95;1,04;2,3;81; Den Haag ('s-Gravenhage);30-6-2021;8:30
645;8;15,04;16,95;0,94;3,3;64; Tilburg;1-3-2021;12:30
646;6;9,17;10,95;1,28;2,2;80; Den Haag ('s-Gravenhage);30-11-2021;12:30
647;9;17,53;19,95;0,7;2,2;51; Utrecht;31-12-2021;12:30
648;9;8,78;9,95;1,19;3,5;72; Den Haag ('s-Gravenhage);30-4-2021;17:30
649;11;17,67;19,95;0,87;1,8;55; Eindhoven;1-11-2021;12:30
650;12;16,05;17,95;1,13;3;79; Den Haag ('s-Gravenhage);30-11-2021;17:30
651;5;9,19;10,95;0,88;2,8;67; Breda;1-2-2021;12:30
652;10;19,11;21,95;1,39;1,6;90; Groningen;31-3-2021;12:30
653;9;10,22;11,95;0,94;2,9;63; Eindhoven;1-2-2021;8:30
654;5;8,83;9,95;1;2,8;77; Eindhoven;31-12-2021;8:30
655;10;17,16;18,95;1,01;2,3;65; Den Haag ('s-Gravenhage);30-4-2021;12:30
656;8;12,63;14,95;0,82;3,6;49; Eindhoven;30-11-2021;17:30
657;5;9,47;10,95;1,43;2,1;88; Den Haag ('s-Gravenhage);31-12-2021;17:30
658;9;11,15;12,95;1,01;2,7;78; Den Haag ('s-Gravenhage);31-12-2021;8:30
659;9;19,64;21,95;0,96;2,1;60; Rotterdam;30-11-2021;12:30
660;9;21,3;23,95;0,99;2,5;76; Utrecht;30-4-2021;17:30
661;9;19,11;21,95;1,11;2,1;79; Eindhoven;30-11-2021;12:30
